ID,class
84828471,2
53246796,2
224203805,unknown
301189854,unknown
363658028,unknown
210229856,unknown
327205343,unknown
272088230,unknown
312360719,unknown
310518368,2
70411220,2
24452622,2
73246636,unknown
92064646,unknown
238247335,unknown
96402932,unknown
382885830,2
230748737,2
27862024,2
245771283,unknown
3409584,unknown
202945801,unknown
73248085,2
159890798,2
300351334,unknown
12799300,unknown
363334150,unknown
272109110,unknown
234594070,unknown
73141882,unknown
106316321,unknown
272459802,unknown
46853540,unknown
230457907,unknown
212381118,2
29437343,unknown
244630890,1
210643804,1
121467255,unknown
13384712,unknown
156085521,unknown
121387515,unknown
94962330,unknown
70400112,unknown
178179204,1
209135698,unknown
67628403,unknown
244630878,1
43421657,unknown
94125846,unknown
204394667,2
139065979,2
46244487,2
245198515,unknown
310170133,unknown
218308201,unknown
121322088,unknown
163678997,unknown
339057648,unknown
121303388,unknown
156209014,unknown
288358767,unknown
68532694,unknown
179059931,unknown
21644119,2
310516724,unknown
96717919,unknown
148775536,unknown
343017297,unknown
96395756,unknown
309962094,unknown
8128848,unknown
203605797,unknown
113823631,unknown
174759163,1
65248246,2
390597862,unknown
84325110,unknown
190135471,1
94083994,unknown
67631240,2
72691898,unknown
168134128,1
314420751,unknown
72059959,unknown
219563454,unknown
362683821,unknown
294231838,unknown
9466462,unknown
91871516,unknown
43329900,unknown
232034651,2
230571453,unknown
378236715,unknown
179073401,unknown
196090811,unknown
198828207,2
106033694,unknown
179274574,unknown
2106916,unknown
70455823,2
111690202,2
29435979,unknown
15465087,unknown
321956120,unknown
84722720,unknown
13215666,unknown
272496379,unknown
312505314,unknown
363713360,unknown
288088191,unknown
157577010,unknown
399668268,unknown
98622124,unknown
145546399,unknown
339113031,unknown
50185662,unknown
86804188,unknown
148827450,2
224246765,unknown
105985410,unknown
331541737,unknown
245735156,unknown
3287774,unknown
331566249,unknown
339058815,unknown
32482656,unknown
234796807,unknown
272418699,unknown
54728761,unknown
181165252,unknown
94594825,unknown
209863948,unknown
261473789,unknown
12801035,unknown
299107790,2
105872536,2
244302162,unknown
395279606,2
44487058,unknown
33975973,unknown
248905004,unknown
69965898,unknown
386143124,unknown
339556503,unknown
224196213,2
294464223,unknown
199303191,unknown
195701429,unknown
171360540,2
181902211,unknown
71804866,unknown
225692644,unknown
297154633,unknown
189167060,unknown
250209302,unknown
1965521,unknown
288860059,unknown
363214534,unknown
223871942,2
224959994,unknown
42628936,unknown
85002374,unknown
73271954,2
216384914,1
312894754,unknown
106803466,2
168113260,2
84787173,unknown
121458957,unknown
234143931,unknown
121655608,unknown
56955402,unknown
367428366,unknown
268781910,unknown
390425855,unknown
27705696,unknown
139298171,2
43495053,unknown
157595965,unknown
157641092,unknown
46997657,unknown
13303084,unknown
92500399,unknown
9062427,unknown
288461727,unknown
243024143,unknown
232003681,unknown
72337228,2
36664506,unknown
16283222,2
45044762,unknown
2002878,unknown
179147982,unknown
269579872,unknown
224967114,2
148850625,2
163720719,2
200613561,unknown
158373282,1
9503151,unknown
243778694,unknown
375904067,1
196113696,unknown
2886994,unknown
1430440,2
69287954,2
331542127,2
272605580,unknown
92057018,unknown
191126746,2
314916655,unknown
1862664,unknown
346447802,unknown
32844990,2
272264534,unknown
94148712,unknown
1950027,unknown
12785710,unknown
209443404,unknown
378499842,unknown
16767018,2
96261676,unknown
355169780,unknown
105853154,2
46306019,unknown
105878537,unknown
390424815,unknown
155586231,unknown
68458123,unknown
211079000,unknown
115478129,unknown
1844173,unknown
314780111,2
74566860,2
42117319,unknown
157228751,unknown
198743669,unknown
69365717,unknown
41868437,unknown
200538877,unknown
170471986,unknown
378263235,2
225302289,unknown
72728992,unknown
218151285,unknown
155612631,unknown
234168398,unknown
6077489,unknown
355161170,2
73027909,2
118274443,unknown
200751583,unknown
12664435,2
378284689,unknown
113541589,unknown
34101169,unknown
66580305,unknown
174776667,unknown
248926806,2
372878761,2
182008277,unknown
94387439,unknown
11731731,unknown
15428388,2
246373431,2
378085272,unknown
94426002,unknown
70058545,unknown
98551169,2
73412155,2
188187593,unknown
321110552,2
294447516,unknown
226686644,unknown
244301081,2
390403048,unknown
87627408,unknown
378499406,unknown
224256989,unknown
339486501,unknown
29818918,unknown
165905696,unknown
96651531,2
325172786,unknown
190317841,unknown
390433737,unknown
86593523,unknown
105427102,unknown
107189098,1
73322410,2
244760276,unknown
390420348,1
99932598,unknown
88643544,unknown
105859508,2
98620575,unknown
196104563,unknown
94069667,unknown
68524412,unknown
66418991,unknown
195436769,2
100135607,1
47420979,unknown
15980945,unknown
94077982,2
13368594,unknown
113302167,unknown
99209095,unknown
121511371,unknown
86930397,unknown
68466424,2
163883421,unknown
331526296,unknown
149570742,2
12783348,unknown
245288924,unknown
23338692,2
156022557,unknown
299384868,unknown
3319909,unknown
85008539,2
139195707,2
310442045,2
339117352,unknown
109919546,unknown
98663964,2
208993744,unknown
223965167,2
156104943,2
200057732,unknown
355023332,unknown
16953606,unknown
91871374,unknown
94078170,2
40387777,2
190447487,unknown
110825493,unknown
179039635,1
378066641,unknown
148852394,2
241490543,2
366068308,unknown
294315415,unknown
390567271,unknown
193059422,2
304365460,unknown
96985768,unknown
346382345,unknown
390364207,unknown
246421641,unknown
160600658,unknown
234801399,unknown
94965439,unknown
163734081,unknown
218402731,unknown
98659989,unknown
12799329,unknown
54795537,unknown
163912578,unknown
97439283,2
238247048,unknown
66426603,unknown
248885139,unknown
230670911,unknown
170466456,unknown
105848610,unknown
13427894,unknown
81270780,unknown
156223870,unknown
54808669,unknown
230642682,unknown
390771175,unknown
97483771,unknown
232431889,unknown
2204060,unknown
232582209,unknown
91963135,unknown
94341489,unknown
12665068,2
49957885,unknown
339756104,unknown
363748917,2
73020431,2
378392166,2
4264483,1
339107368,unknown
78087451,2
68458400,unknown
238583676,unknown
13241801,unknown
340074400,unknown
209848540,unknown
272479480,unknown
164942399,unknown
1533983,2
29913073,unknown
43004673,unknown
164652103,unknown
94062265,2
94148539,unknown
43522382,unknown
99455964,unknown
96583785,2
48079974,unknown
94006875,unknown
92496771,unknown
94524968,unknown
191766582,unknown
52393430,unknown
225903126,unknown
149560209,unknown
378243446,unknown
66976306,unknown
106856808,unknown
331547927,unknown
399720060,unknown
288555330,unknown
378504614,2
104758336,2
98961172,2
136527228,unknown
44290217,unknown
73429588,2
336434175,unknown
355236657,unknown
42785015,2
179059483,unknown
73091076,unknown
272175869,unknown
72714384,unknown
248922734,2
210530934,unknown
218094625,unknown
13411590,2
67575965,1
31320973,unknown
225066017,unknown
51974944,unknown
94378697,unknown
244306658,2
225660349,unknown
209129597,2
164897012,2
382912468,unknown
39759868,unknown
232023205,unknown
148841987,2
28683752,unknown
5786651,unknown
234901277,unknown
163584913,unknown
42997681,unknown
99689282,unknown
91817699,unknown
313102274,unknown
299192062,unknown
75136455,2
94940568,unknown
257414709,unknown
163834042,unknown
288878605,unknown
378185553,unknown
200032631,unknown
200516436,unknown
96359973,unknown
179092640,unknown
156224804,unknown
378399195,unknown
76017446,2
226018856,unknown
218274213,unknown
139195691,unknown
105858518,unknown
294370275,unknown
29642549,unknown
209746947,unknown
363165216,unknown
218073427,2
200602054,unknown
99830291,unknown
182487799,unknown
14931420,unknown
226675297,unknown
175381997,unknown
13356816,unknown
73026936,unknown
241396533,unknown
244742043,unknown
53789920,unknown
99154452,unknown
114654734,unknown
373160502,2
135575662,unknown
216523199,2
205567268,unknown
190447058,unknown
82127908,unknown
21533850,unknown
346886479,unknown
390404770,unknown
13331715,unknown
234722671,unknown
4987474,unknown
373109736,unknown
21652695,unknown
245386996,unknown
135679363,unknown
75647082,unknown
73267361,2
245469814,unknown
15857653,unknown
378591643,unknown
28960483,unknown
165837200,unknown
156300208,unknown
224713429,unknown
99245166,unknown
390771207,unknown
225908216,unknown
199595657,unknown
241493236,unknown
12689234,unknown
192411013,2
106326100,2
105612039,2
338816967,2
234890828,unknown
331563814,unknown
340163293,unknown
72023643,unknown
390145152,unknown
14483727,unknown
234224932,unknown
308619769,1
3308477,2
331601726,unknown
97098511,unknown
96460030,unknown
29450583,unknown
219474770,unknown
230639247,unknown
390371516,unknown
13908862,2
206028713,unknown
68589159,2
228133091,unknown
121319438,unknown
375750774,unknown
331522589,unknown
225863648,2
3085793,unknown
94687765,unknown
156029014,unknown
73490448,2
245164825,unknown
234200684,unknown
320090963,unknown
12678099,unknown
232778357,2
272170302,unknown
97714860,2
363216625,unknown
12980399,unknown
248903442,unknown
91665078,2
68380155,2
84787643,unknown
62426194,unknown
355009206,unknown
269589597,unknown
244677467,unknown
242873530,unknown
16208264,unknown
155373199,unknown
158618013,unknown
218286434,unknown
224227474,unknown
288493268,unknown
346123706,unknown
118736021,unknown
245457506,unknown
355003546,unknown
166507034,1
163708804,unknown
355371822,unknown
209722458,1
248886969,unknown
236163315,2
92552799,unknown
234657208,unknown
232891207,unknown
209537367,unknown
3335034,unknown
13374579,unknown
163862423,unknown
166366958,2
332306299,unknown
66426599,unknown
156316681,unknown
3289903,unknown
272466345,2
149154533,2
223981525,2
216585338,unknown
13385386,unknown
54959832,unknown
378517213,unknown
29057624,unknown
114946192,unknown
191247216,unknown
299197218,2
258414719,unknown
245160256,unknown
101437853,unknown
94577758,2
331563934,unknown
3402247,2
234901276,unknown
226400918,unknown
208909316,unknown
245157056,unknown
246036773,unknown
71197092,unknown
179132580,unknown
218061304,unknown
139232059,unknown
245765215,unknown
70383808,unknown
34900142,unknown
155664132,2
337363671,2
219652526,unknown
248914494,unknown
341693428,unknown
105435869,unknown
386317725,2
31462734,unknown
42761769,unknown
382233259,unknown
272152627,2
121591053,unknown
336465940,unknown
163820070,1
310322713,unknown
168116219,unknown
12780333,unknown
163902069,unknown
223576096,2
155780427,2
279037443,unknown
13035870,unknown
136124544,2
15983064,unknown
201007085,2
12806156,unknown
94245092,unknown
238296237,2
58039735,2
224720223,unknown
209005768,unknown
71467432,unknown
99278966,unknown
248917124,unknown
92066359,unknown
190044270,unknown
199942876,2
244614075,unknown
218265951,unknown
245245206,unknown
12786891,unknown
332767693,2
158573477,unknown
272706693,unknown
13406644,unknown
238474011,unknown
97710461,unknown
234222692,unknown
34859422,unknown
163621153,unknown
94411762,unknown
219447562,unknown
96222282,unknown
245248601,2
97731139,unknown
38406473,unknown
368788560,unknown
70369276,unknown
209833680,unknown
69256740,unknown
12804784,unknown
230417094,unknown
363664252,unknown
99942094,unknown
96406650,unknown
68444012,unknown
232386556,2
312365821,unknown
355238070,unknown
272471446,2
209535884,unknown
373075740,unknown
139813229,unknown
43179173,unknown
355009653,1
268965660,unknown
91822723,unknown
33107775,unknown
94343403,unknown
175072609,unknown
248898952,2
249756934,unknown
246063784,unknown
288074746,unknown
70823638,2
93068996,unknown
355006817,unknown
163942537,unknown
56125689,unknown
121458674,unknown
8610712,unknown
1805108,unknown
70398367,unknown
68380105,unknown
245409288,2
218400093,1
339060244,2
12679252,unknown
355940598,unknown
246181350,unknown
155450753,unknown
12788434,unknown
66428579,unknown
9367099,unknown
72648140,unknown
224739992,unknown
310146175,unknown
13271310,unknown
91824413,unknown
308120832,unknown
72626854,unknown
225292616,unknown
71762084,unknown
150964698,unknown
8961739,unknown
196089613,unknown
94381263,unknown
96953138,unknown
94276372,unknown
300549641,unknown
43378010,unknown
12797069,2
132152941,unknown
219545546,unknown
155377946,unknown
8998570,unknown
298964623,unknown
85009812,unknown
19631677,unknown
99264239,2
222791036,unknown
339646406,unknown
298693487,unknown
245243361,unknown
191141466,unknown
339938890,unknown
73131448,unknown
40452219,unknown
363658099,unknown
224205296,unknown
299476747,unknown
2149140,unknown
92709572,unknown
15407523,2
72033924,unknown
69324832,unknown
8947023,2
147995345,unknown
92494990,unknown
331530864,unknown
28838459,unknown
246057199,unknown
249234771,unknown
106813850,unknown
224982880,unknown
158314835,unknown
69492533,unknown
41124600,2
191232643,unknown
218312933,unknown
98039443,unknown
226940398,unknown
99129361,unknown
86850154,unknown
175478604,unknown
372682766,unknown
9311547,unknown
363687548,unknown
158671373,unknown
198802026,unknown
200539611,unknown
155578507,2
309965782,unknown
339057177,1
12984892,2
106370362,unknown
378140461,unknown
245775282,unknown
43140844,unknown
355006710,2
58098921,2
230350275,2
15118605,unknown
390336856,unknown
181957455,unknown
8940083,unknown
310121381,unknown
272153308,unknown
355004642,unknown
355237235,unknown
226441344,unknown
12678827,unknown
121444718,unknown
260549105,2
195436752,unknown
272431118,unknown
12806695,unknown
135679251,unknown
97438157,unknown
42626769,2
8996790,unknown
12792974,unknown
12790726,unknown
245499744,unknown
346124466,unknown
66420372,unknown
18435799,unknown
30179586,unknown
93872439,unknown
312897315,unknown
331522519,unknown
13784017,unknown
245261536,unknown
73414884,2
105435885,unknown
232064393,unknown
155527878,2
363093554,unknown
106793932,2
165850461,unknown
331564360,unknown
209954708,unknown
73390318,2
148612058,2
3232943,unknown
32673213,unknown
155717357,unknown
310517090,unknown
218297182,unknown
79041711,2
209054310,2
12665104,unknown
13401786,2
272150000,unknown
30179832,unknown
244640521,unknown
94288274,2
142244277,unknown
261285051,unknown
106416691,unknown
87428194,unknown
365278432,unknown
2880930,2
248889993,unknown
245427899,2
245768597,unknown
94013124,unknown
97758241,2
15872598,2
62830567,unknown
84730132,1
224211666,unknown
390046351,unknown
265565954,2
116946373,unknown
73440504,unknown
22389187,unknown
196090111,unknown
352081296,unknown
391025914,unknown
215312416,unknown
241510349,unknown
336426432,unknown
300648850,unknown
155818798,2
392639312,unknown
383013491,unknown
4645536,unknown
139264237,2
246413850,2
30908208,2
331537662,unknown
67602989,unknown
164878929,2
339056485,unknown
218161635,unknown
69593166,2
29924881,unknown
77155797,2
94590258,unknown
115910641,unknown
114535173,unknown
223863357,2
97243707,unknown
37018827,unknown
99983881,unknown
18201222,unknown
155668189,unknown
201007092,unknown
294466163,unknown
72038744,unknown
244615773,unknown
218274089,unknown
4640012,unknown
179042783,unknown
94297173,unknown
99914481,unknown
157886997,unknown
97073861,unknown
12780664,2
149561269,unknown
179916026,unknown
224212858,2
94954369,2
209881166,unknown
270767835,unknown
43046574,unknown
201418397,unknown
68448201,unknown
198739122,unknown
137055550,2
194376304,unknown
97082700,unknown
67597811,2
218270900,unknown
54785837,1
310152205,unknown
135679354,unknown
206400080,2
100020410,unknown
94097349,unknown
83039602,unknown
46339185,unknown
17091308,unknown
43998675,unknown
69766490,2
94491187,unknown
68530277,unknown
355209778,2
363092551,1
399971643,unknown
386048450,unknown
16811534,unknown
230348238,unknown
54492383,2
363289318,2
73018948,2
77418749,unknown
155551320,unknown
30116076,2
163818570,unknown
84998576,unknown
12785683,unknown
97221735,unknown
4642101,2
74254691,unknown
190579553,unknown
99462235,2
155586763,unknown
245252074,2
310092126,unknown
218310564,unknown
93937921,2
102882901,unknown
30179325,unknown
179016012,unknown
272481383,unknown
232712396,unknown
121657818,unknown
246140564,2
163852250,unknown
130750908,unknown
12379730,2
94523189,unknown
244306653,unknown
245772400,unknown
134816728,unknown
827907,2
240759025,unknown
149154713,2
69615847,unknown
14499130,unknown
347788391,unknown
209102803,unknown
203003941,unknown
378187634,2
196113733,unknown
241493119,unknown
196089806,unknown
225068326,2
85258050,2
149698018,2
163736510,unknown
232431927,2
37982196,unknown
98097674,unknown
373150468,unknown
38911431,unknown
372872721,2
72647737,2
248886951,unknown
155784499,unknown
91939720,unknown
155658835,unknown
382967242,unknown
115198428,unknown
209055515,unknown
163803267,unknown
288148012,unknown
331522451,unknown
229266830,unknown
372527100,unknown
230405627,unknown
12786376,unknown
253169759,2
211092116,2
363072500,unknown
94244676,unknown
155847762,2
248898789,unknown
42671990,unknown
218039702,2
60089619,unknown
209961360,unknown
163683404,unknown
88777849,unknown
336469046,unknown
346091909,2
288368048,unknown
68608465,unknown
269577909,unknown
105425334,unknown
106380411,2
157930723,2
245329164,unknown
42625965,2
121398000,unknown
355011611,unknown
339060130,unknown
201436756,unknown
71225342,unknown
368733256,2
272175843,unknown
148784752,unknown
211980711,2
376197987,unknown
244363200,unknown
87603849,unknown
39258301,unknown
148785723,2
17144603,2
124333781,2
368741406,unknown
70433632,unknown
46848276,2
312893930,unknown
69016857,unknown
339061163,unknown
121505077,unknown
163901905,2
163814245,unknown
200963559,unknown
239732625,unknown
355243712,unknown
12784419,unknown
73024094,unknown
30923373,unknown
28829015,unknown
242780204,unknown
99705013,unknown
68803322,unknown
15431497,2
273338811,unknown
243780998,unknown
372878326,2
113655555,unknown
294315689,unknown
246391928,unknown
136485786,unknown
92087520,unknown
244665063,2
78143039,unknown
89874177,unknown
245213383,unknown
210423412,unknown
246038523,unknown
96681131,2
121850667,unknown
98902368,2
349750476,2
23325742,unknown
299082509,unknown
194342003,unknown
84954167,unknown
378057113,unknown
272615535,unknown
7654106,unknown
310464959,unknown
149159025,unknown
378051423,unknown
163584951,1
21849726,2
28863309,unknown
94066951,unknown
98083358,unknown
299083083,unknown
223982870,2
94155746,unknown
210631072,unknown
321333487,unknown
194332619,unknown
73205890,unknown
209526596,unknown
272079700,unknown
331779127,2
115061016,unknown
94407300,unknown
390367253,unknown
2842437,unknown
248924526,unknown
29064094,unknown
148830479,unknown
44003401,unknown
42657853,unknown
115188220,unknown
234677704,unknown
248892145,unknown
30156446,unknown
248890369,unknown
12804387,unknown
158662858,unknown
225306345,unknown
218299462,unknown
94444924,unknown
164803311,unknown
261666626,unknown
13396508,2
208997290,unknown
272522037,2
72005988,unknown
225903543,unknown
2364754,2
288274509,unknown
309959969,unknown
355208879,unknown
94553117,unknown
15884090,unknown
163597291,unknown
35524950,unknown
155637615,unknown
200985095,unknown
96666447,unknown
54199327,unknown
192078677,unknown
289269312,1
68588784,unknown
85048929,unknown
94114045,unknown
94012658,unknown
246043185,unknown
168115307,unknown
2293095,unknown
339964334,unknown
363332517,unknown
106491956,unknown
73264784,2
3287163,unknown
339653251,2
223945085,2
328838,unknown
19498457,unknown
355143378,2
38587897,unknown
241512596,unknown
224264029,unknown
10198226,unknown
155749087,unknown
37232641,unknown
376214675,unknown
148543244,unknown
246029634,2
246064152,unknown
200454853,unknown
390342206,2
113255350,unknown
29232359,unknown
355004666,unknown
172456870,unknown
355509830,2
148880256,unknown
94365931,2
12680247,unknown
156193851,unknown
190447282,unknown
339643999,unknown
372670773,unknown
383603105,unknown
230531149,unknown
235819338,2
238397694,unknown
168110124,unknown
317008183,unknown
73090248,unknown
209949519,unknown
299047105,unknown
148703704,unknown
241500309,unknown
226733071,2
107159498,unknown
355012184,unknown
67582822,unknown
94340892,2
12463129,unknown
30200388,unknown
363410935,2
245341775,2
363224439,2
15329980,unknown
331565569,2
8573182,unknown
88938514,unknown
115924346,unknown
339646275,unknown
163807968,2
218276698,unknown
312453083,unknown
288354577,unknown
94306036,2
198811356,2
339097602,2
148619318,unknown
114517626,unknown
29951731,unknown
106748144,unknown
98755950,2
68608288,unknown
336529377,unknown
97083969,unknown
13373805,unknown
27279848,unknown
14926685,unknown
390425851,2
234359556,unknown
209691201,unknown
84311659,unknown
163708442,unknown
155750353,unknown
3910482,unknown
310514105,unknown
243780678,1
13253688,unknown
121505745,unknown
69390906,2
224203941,unknown
61630891,unknown
29650831,2
12084752,unknown
121481859,unknown
272077847,1
96610478,2
166519503,unknown
232435643,unknown
114546331,unknown
99131789,unknown
234163212,unknown
312470938,unknown
105857449,unknown
155655471,unknown
36599968,unknown
149798603,unknown
16261065,unknown
230400468,unknown
9361956,unknown
139654525,unknown
247591804,unknown
190935535,unknown
363215503,unknown
73281367,unknown
355176016,unknown
57736327,unknown
54696510,unknown
86821741,2
190957259,unknown
114502813,unknown
355244272,unknown
362950080,unknown
313647347,1
219383080,unknown
121319342,unknown
355028364,unknown
105847885,2
3336412,unknown
245729630,unknown
181982531,unknown
190462059,2
70827800,unknown
190473841,2
234380922,unknown
224249338,unknown
13421110,unknown
231179598,2
224195568,2
312934754,unknown
399667738,unknown
206969241,unknown
117141029,unknown
234863798,unknown
163680706,2
90392742,unknown
224252562,2
102749059,2
234574633,unknown
92084704,unknown
13228202,unknown
371356468,unknown
198778448,unknown
122287860,unknown
234849169,unknown
30060596,unknown
202576944,unknown
43911036,unknown
314727175,2
339067839,1
84354860,unknown
461167,unknown
140386726,2
219570147,unknown
225694305,2
105594939,unknown
74128228,unknown
155756786,unknown
86556910,unknown
50434018,2
378397893,unknown
15857752,unknown
195419589,2
15860135,unknown
212472476,unknown
14938341,unknown
37727939,unknown
29053383,unknown
67597090,2
164837167,unknown
209973663,unknown
179128919,unknown
141450188,2
225015216,unknown
15452913,unknown
246044503,unknown
378102006,unknown
224766814,unknown
378412177,unknown
9127333,unknown
269887251,1
274732201,unknown
272140987,unknown
190450681,2
92094000,unknown
65709593,unknown
73201912,unknown
382894276,unknown
205521882,unknown
12780376,1
200622117,unknown
399695630,unknown
298953168,unknown
139240114,1
94039973,unknown
163745884,unknown
28865587,unknown
94594146,2
106319919,2
166508290,unknown
234556251,unknown
208924430,unknown
355005780,2
218156948,unknown
113617638,unknown
13413069,unknown
234664869,unknown
85003825,unknown
209970549,unknown
276992260,2
39063279,unknown
331562720,unknown
51140227,unknown
37937455,unknown
231029327,2
94068432,2
201571950,unknown
106461617,unknown
155663796,unknown
106024102,unknown
198739099,unknown
224670679,2
28933376,unknown
298978213,2
288294667,unknown
179044740,unknown
232159075,unknown
181153688,unknown
4718635,unknown
399855216,unknown
310470019,unknown
43013917,unknown
73345631,unknown
15872626,unknown
310432092,unknown
164688567,unknown
191123226,2
115894092,unknown
164097575,2
339557494,unknown
22076133,unknown
97334057,unknown
179060016,unknown
272304994,unknown
355099344,2
372730657,unknown
3371223,unknown
73010956,2
41666491,unknown
16117639,unknown
288149041,unknown
339646928,unknown
193990074,unknown
163671931,unknown
94666603,unknown
9541643,unknown
50322472,2
38588954,unknown
218269923,unknown
13040914,unknown
175549764,unknown
86827721,unknown
13071720,unknown
38596833,unknown
43004044,1
151078127,2
156006577,2
331502553,unknown
156200134,unknown
174760701,unknown
378617654,unknown
312199031,unknown
385981357,unknown
91854522,unknown
283209994,unknown
94135364,unknown
80160827,unknown
29870935,unknown
230459327,unknown
69983664,2
13212272,unknown
272680620,unknown
6565130,2
190053248,unknown
386306752,2
385990133,unknown
288483876,unknown
53880956,2
115726274,2
194837559,2
7586795,2
190452296,2
390381054,unknown
234197722,unknown
331500870,2
92522927,unknown
218682152,unknown
134822332,unknown
26331684,unknown
231181878,2
192125760,unknown
94184473,unknown
16259625,unknown
94658758,unknown
29531724,2
230539729,2
43388041,unknown
29942561,unknown
390419893,unknown
219410828,unknown
163670754,2
56332416,2
246971401,unknown
98680288,unknown
288614213,unknown
3280945,unknown
9012982,2
70362437,unknown
390498122,1
29060508,unknown
13621242,unknown
390046478,unknown
200629304,2
13264979,unknown
390389883,unknown
331526469,unknown
344275568,2
372949060,unknown
107068491,2
139256215,unknown
226703558,unknown
29061001,unknown
226611450,2
96989155,unknown
390578726,1
372739738,2
198729169,unknown
196089635,unknown
149179119,unknown
71541736,unknown
120907977,2
3447950,unknown
277286218,2
246140269,2
94392159,unknown
90248568,unknown
52129110,unknown
245153538,unknown
231180498,unknown
244641755,unknown
3336403,unknown
56457201,unknown
339098966,2
321405211,unknown
121262855,unknown
339093611,unknown
205697063,unknown
245180131,2
72366200,2
218125457,unknown
63808117,2
54832425,2
121376273,unknown
99932566,2
240772761,2
7090437,unknown
69592813,unknown
340074281,unknown
224736487,unknown
121654915,2
69781174,unknown
94519988,unknown
310148436,unknown
96434751,unknown
96379923,unknown
245246925,unknown
98991209,2
94376349,unknown
47697065,unknown
105593094,2
373075717,unknown
155771964,2
232549860,unknown
79428037,2
54704891,unknown
115195266,unknown
181140123,unknown
218036991,unknown
99967150,unknown
102526985,2
149570284,unknown
244613057,unknown
105785929,unknown
91826117,unknown
58945,unknown
161079576,unknown
355956668,unknown
113225303,unknown
368809448,unknown
33917618,unknown
105429263,2
155685812,unknown
231994074,unknown
73290509,unknown
339065778,unknown
100044266,unknown
194030084,unknown
139276536,unknown
288187131,unknown
94579619,unknown
339077798,unknown
234835413,unknown
106072124,unknown
12809424,unknown
77678995,unknown
245734248,unknown
156227742,unknown
226388745,2
225071081,unknown
175516973,unknown
241500934,unknown
12778754,1
13427375,unknown
399975489,unknown
92544537,unknown
218277029,unknown
43525749,unknown
224247167,2
105421706,unknown
121392758,unknown
92056220,unknown
189798476,unknown
73015021,2
77147400,2
269018526,unknown
148553843,unknown
245495462,2
72606374,unknown
121603917,unknown
188680983,unknown
106024554,unknown
248913783,2
310520604,2
164306904,unknown
72705215,2
10910190,2
276999270,unknown
175558052,unknown
218128195,unknown
192124347,unknown
94073649,2
105853927,2
309925359,unknown
209701748,1
294299759,unknown
163670721,2
96580001,unknown
19987561,unknown
159039040,1
372676864,unknown
241559501,unknown
73036709,unknown
363658868,unknown
163909230,2
276939281,2
372683044,unknown
246172022,unknown
106311933,2
232024938,unknown
97722007,unknown
298687600,2
86608134,unknown
218118022,unknown
139219532,unknown
113860984,unknown
30179607,unknown
230414055,2
31875429,unknown
97083960,unknown
86738316,2
363182241,unknown
30446866,2
155628302,unknown
41183237,unknown
92772774,unknown
22850507,unknown
295135219,unknown
121460015,unknown
234606505,unknown
390841333,unknown
190954393,unknown
250208401,unknown
118271572,unknown
121353460,unknown
84728995,2
331538659,unknown
224964663,unknown
378182686,unknown
121656609,unknown
26961108,unknown
155583322,unknown
155661549,2
99367180,unknown
78633177,unknown
310513657,unknown
352209216,unknown
383054642,unknown
69987540,unknown
156166434,2
136453004,unknown
308019955,2
200960912,unknown
372684803,unknown
245795520,2
272069828,unknown
368763694,unknown
330274372,unknown
225931579,unknown
190513838,unknown
34890565,2
87754458,unknown
14391460,unknown
195438407,unknown
198771257,unknown
194377081,unknown
17863556,unknown
232448805,unknown
12701396,unknown
6172367,2
279200888,unknown
21627670,unknown
193986496,unknown
288070011,unknown
49381958,2
230392230,unknown
98970456,2
94218279,unknown
100894844,unknown
233393437,unknown
109743550,unknown
72737695,unknown
191114209,2
256837863,unknown
72325313,unknown
98790415,unknown
106420219,unknown
43431879,unknown
378316711,unknown
72386700,unknown
94153050,unknown
190894927,unknown
236148298,unknown
130482667,unknown
42662347,unknown
4947997,unknown
15841409,unknown
390041977,1
225739576,2
372820559,unknown
230576810,unknown
294245875,unknown
3336467,unknown
232805074,unknown
339261328,unknown
337128947,2
47296093,unknown
94798766,unknown
218103291,2
230537122,unknown
73243047,2
139267452,unknown
72397982,unknown
219396995,unknown
27456320,unknown
164775806,2
157617752,unknown
288664049,unknown
1260557,unknown
232378983,unknown
339642966,1
98766533,unknown
96312150,unknown
244659790,unknown
156143959,unknown
372876151,unknown
96310502,unknown
96933308,unknown
363220810,2
60428331,unknown
15049929,unknown
244359401,unknown
155734883,2
99624942,unknown
245712789,unknown
200629157,unknown
230393099,unknown
94056667,2
29976372,unknown
106312649,2
355124179,2
96345986,unknown
29052543,unknown
368786638,unknown
376269842,unknown
16515793,unknown
346398474,unknown
209722456,unknown
155731018,unknown
249069293,unknown
165848390,unknown
200620840,unknown
355005650,2
331638729,unknown
355090399,unknown
80044119,unknown
313105504,2
98663543,2
67648637,unknown
28846305,unknown
121262647,unknown
288506507,unknown
16303613,unknown
310432097,unknown
346118652,unknown
145099003,unknown
56756156,unknown
355157800,unknown
73086222,unknown
163700826,unknown
62490384,unknown
209813965,unknown
41171010,unknown
372729260,unknown
12801242,2
355940648,2
19845434,unknown
194375558,unknown
399865933,unknown
240402089,unknown
13901270,2
48863516,unknown
72716970,2
93999525,unknown
346362836,2
155695053,2
218263281,unknown
163654807,unknown
272120047,unknown
47227022,2
223914834,unknown
96555995,unknown
377642,unknown
312450319,unknown
105979066,unknown
29839895,unknown
121480249,unknown
245202950,unknown
105590921,unknown
243778374,unknown
94195479,2
122051584,unknown
