SOURCE,TARGET
179076821,179075042
179060386,179060389
179059437,179150016
175541853,175553279
179095426,179095425
178866524,179034320
175762083,175762146
179059030,711641
82707870,179018505
186994989,30200388
174788378,179059030
175150750,178866524
175066809,175445772
178975235,179034048
179024690,179176069
174764913,175128542
175446951,175776339
175153273,175541853
179020103,226550319
179034323,178957542
175548782,175549764
175461321,175802699
175816587,226550319
175756294,179111804
175153286,175539661
175814326,178866524
21518961,226579039
175761850,175762083
226669811,140910477
96884843,179128727
175045223,175402758
179069339,179069333
175758696,179034055
179034326,178866524
175147957,175151295
204397693,223850046
179081358,179081350
179028448,79041713
179061743,179080041
175446095,179084642
44487058,36036331
175076270,175483829
163578044,178958146
179034326,178957542
175525891,175799946
172037135,216384914
115630376,174776515
175549764,179338310
175047660,175409340
143658453,179065415
175501578,175756707
148681,179138942
175769919,226688247
175549764,175553279
179023743,179069339
175503522,175790574
175142222,175142230
175399409,178915095
175541853,175565245
178912335,179065415
175415696,179021316
175153726,163578044
79041711,175538812
175149772,175539661
175526933,179044718
175494087,175494093
40628596,179034048
226724775,225103663
78085940,179084647
179343663,179060016
33107775,44222139
226599427,179133603
175066809,179084651
175548663,175549988
175399409,175754507
179024332,179024690
175769917,13468679
179133603,179133597
174760701,179084647
49025744,175399409
163578044,175816250
175152789,175539661
175769169,175769466
175427057,175766438
179115625,179117127
175076270,175076274
179035298,179418825
226706299,179075231
226698089,222646156
185857261,179044740
175079159,70137389
226587886,179647372
175790108,101437853
179065417,179065415
174766037,174794179
226667562,179112629
175539661,13758750
179042783,179042789
175047343,179111799
14162116,179034048
226469327,179274574
179004736,158591349
178862043,179039095
179059903,179059901
202602949,187267275
175096707,175483292
179034048,179113155
226469354,179097898
175110137,47395242
175409340,179069927
215590377,25364947
179059483,179059477
33107775,179117539
61648029,179132580
175458266,179024884
175453667,175544518
175794305,179016012
179060383,179060384
226668053,185726469
175110137,175110327
175541853,179034319
174771811,175046911
174792639,175147957
175580938,198025405
175466671,175537368
178866524,179035660
226629294,179274577
175548782,175549988
179034050,179034048
179075223,178866524
219936984,3321697
179098131,179098129
96644368,175756294
175055700,66822430
175150750,175537368
43460367,43460374
43019093,43023869
42994644,42994884
43365146,43365151
43372324,43372327
68704532,68704535
38179374,43418597
43421657,43421668
67881432,68379345
42733045,68466250
31320973,38554850
68456790,36682153
68462266,68629335
42625965,68532592
68457278,47146401
36682153,68530902
17417652,68532650
43098727,43098741
42656942,42656365
4907336,59440062
43068117,43068123
42996245,42996247
68589159,43525049
43134235,43134241
37217200,31900606
7321940,43348562
68457351,35651548
36664821,24183320
35769234,42989111
42672874,42672870
43456139,43456145
28683752,43372935
42630275,41431486
68458398,68458400
43033198,43033203
68391543,41427375
43370213,43370289
43464861,37920445
43135754,43135760
43495053,43495051
68466424,43147733
68458123,68458129
42993270,43388675
36083537,47744860
43329900,43517733
43116537,43116531
3528160,43169609
43408956,43457815
42679937,43346440
43392351,43388675
68529904,43040215
43169609,43479841
43152333,43152330
61543506,68588810
68593953,68594385
31743785,42992071
42997681,42998082
43134354,43643713
43057057,43331434
42960766,43485456
43066514,41449461
42626769,39789871
42714491,24384502
42655651,36081318
41214307,43346440
43140844,43140831
43183137,43183639
47645632,68784042
43066241,43066246
42650255,43394722
36892884,43134164
36082407,53566161
47516951,37217200
43065757,43065764
42625020,42625015
42628534,42628543
42625962,43134173
68444756,46989770
68608417,68705820
43179078,43179173
43123502,49809805
42978947,42978952
48814780,43480928
52129110,68705820
42640753,42640747
37530801,43397277
43068111,43068117
43113035,36081318
68458400,68706499
36087130,43025694
43887142,42626093
68608285,68608288
42626093,42626089
42677422,43346440
43388041,49390120
68608527,68705820
42993258,42993270
47096541,43013114
43065798,43065807
43072969,43072974
42625967,42625962
42439902,68608527
68458116,68458123
68705160,43041876
5846746,43127620
38255847,44791677
43134169,43134164
43470888,43470886
35396164,68381995
37210413,49419407
65861570,37210413
42674525,42674510
42671990,42671986
8573182,43553125
42999685,42999682
42672874,42672867
42960756,43485456
38282128,43485456
68588768,68588771
68450616,43348790
45200767,34616631
4907336,68532596
37530801,43191341
68608527,38772194
41428005,34618305
68608465,46960323
68593074,42626803
43365146,43365157
68448933,68448937
43057714,43057716
43028065,43479841
43120024,35230950
41214303,68461918
43460386,43460392
68464110,43147741
68613780,68658727
17317518,36664506
32068330,43019172
68532596,68532650
43146146,43146153
38773343,68797268
68612773,68049713
43073422,43073500
43006684,43329900
68458303,68458310
68709123,68802678
68443508,42625020
32503884,43493913
43322460,37643280
43476890,43476897
68444756,68445511
68530274,68530277
43179173,43397277
43146153,37019648
13162425,68800068
43495053,43025703
44003401,68706499
43006693,43123502
11178102,68810859
64662960,68456955
68458269,49220168
43152334,43152330
42652852,43346440
43495053,6512173
68467610,42748162
42999684,42999682
41171010,68380459
49853070,38773343
42674486,42674484
68457396,68458303
42978491,42978496
65671222,68457351
68593026,68805583
43134217,68589159
40403249,47096541
68608230,68705820
36721113,43103004
68460028,68531047
68458310,66078102
4907336,68445478
42989100,35769234
42976516,42976518
43134346,43134354
43183123,68806137
43468139,43468142
43403023,43413366
41427375,43493121
43135157,43135149
68802678,68802680
42662347,42662308
42998350,68806101
68608410,68608417
42998349,42998350
42765230,37368610
43046574,43046377
35396164,49004368
68803051,48200074
43013917,43013921
58933292,68448933
68525190,68706499
68380452,41171010
38753367,37192081
43319850,43319865
43458691,43458699
43148845,43331434
68450175,42675025
68379457,39923632
42761769,42761751
43148234,43148232
68467707,47077722
43146153,43146157
68608417,52302382
47146402,49853070
68530277,41449454
68629438,68629448
37900743,31063540
42993270,42993281
43494081,68532694
68812770,43994642
43426189,43426227
68443063,42662338
68164296,68458703
52129110,36082407
68380468,68380469
47139239,64662960
41431486,68698893
43073086,41171019
68458400,68458408
68443066,42626769
19709065,37530801
43099209,37345400
43013378,43013383
41428005,43388675
43426227,43426589
43467049,28683752
37333556,43057057
43029833,43325785
42765073,43134089
43456972,43456979
68457973,68457979
42625833,43346440
43153483,43153479
68531047,47605824
68464110,68464115
43134164,43374275
49963823,43653710
4907336,43553125
43378008,43378010
43197615,40452219
43392365,43391869
43013383,43013391
43333955,30291870
43065139,43065463
36512968,43346440
43470888,43495086
68467689,47092830
34577873,68456807
43460374,43460376
43139994,31320973
43054893,43457815
41113463,43107582
43388932,49183409
47146401,49850858
5846746,43818633
43013383,43117579
28683752,43354725
68458269,68706499
43025705,43481493
14604121,43019093
4907336,68445554
68450021,68450027
43407605,36081329
68532650,38654036
68608449,68524412
68456068,34577873
43174826,38753367
34649318,43388041
44003401,35601322
43093456,68805482
5846746,16960614
43183123,68780964
43132622,68805482
42961874,42961871
47076693,68467689
36516588,37463707
43409357,12921999
42996241,42996245
43323604,43522382
68458265,68458269
43169609,32457686
42672015,3891230
43480928,43479990
42675025,42675020
5846746,43819106
42657891,42657890
36664506,43492875
68446450,68447219
43069438,43069442
68629448,68800327
68466159,43333955
43025694,43025686
43414308,43418607
43104600,43104616
42628929,42628936
42669683,42669679
68797268,43411317
43460374,43460386
43135149,43455640
43035681,25050254
43322460,43525228
68608288,49419392
43072639,43072969
42680742,43346440
68532509,42671990
68448961,68448966
53964387,68532650
36082407,43493410
68704532,68705139
42767889,43467049
68588782,68588784
42992071,42992077
42657890,42657892
31063540,46905591
43107582,43388675
42745319,42745572
43378010,43378013
47323041,42695574
43481493,43479990
36516588,67684113
43329878,43523023
8513156,42984326
42657853,42657849
43362276,43532779
43019172,43019166
35147814,43346440
32457686,23930691
43372320,43372323
43104600,43397277
68457970,68457973
42960785,43005810
68703917,68703923
42671052,43153483
43427873,43429197
68448196,68448201
565334,43322914
43169609,43397277
43468142,43469329
4907336,49004368
4907336,43383445
68444111,68444115
6096048,42997681
42737233,42737227
43460367,43460373
8573182,43036775
31063540,35217705
42625965,42625962
43481493,42625032
43372320,43372324
68783994,47645632
43118114,68444111
43065106,43065114
43006693,43006692
43025695,43025686
41171020,43421152
42993654,42993659
14853245,43438208
42744761,42737233
42675655,43346440
43004681,43004673
68532592,68613780
35651812,43464822
42626070,43362276
43447833,43447861
38554850,43353492
68802708,48201077
43409357,43479990
43391869,43388932
43018696,43022861
42681938,43346440
28726872,42714491
42982668,35768194
68529904,43129410
43102853,43102864
38554850,37972957
565334,43456139
43353492,43524613
43019172,43397277
42765917,43019172
43064417,43064421
42988403,34179098
43348468,43522466
4907336,68445411
4151074,43018696
43135149,43397277
43396513,43388675
42657869,42657862
43066190,43066196
42976513,42976516
66519023,68379457
68381703,34433298
68588810,42758608
34179098,42988412
68597450,42640753
68444012,68629305
43093013,43104600
68530902,50296330
47296093,34560491
43179173,38293122
43135315,43135754
43183123,43183137
43438208,43438203
43169609,43388675
68380155,68463090
43183123,68806101
43065746,43065750
42672007,42672015
43465530,10483535
68380020,68464110
37918391,36599324
68450339,68450343
42669685,43148234
34559995,43101751
43409357,43397277
42695574,41927736
37349997,68532650
42996208,42996210
68624627,12366290
68444756,42626775
35768194,42983039
42961871,42963134
4907336,43532381
42674486,42733105
47744860,65751521
41449461,43066948
10483535,20991791
68608226,68608230
43098809,43099209
43066184,43066190
4022456,44003401
43397211,43388675
47077128,68467707
35734057,42657853
43073415,43073422
37324203,8573182
36664818,35396164
11178102,47122226
8573182,43129411
43057716,43057728
68447219,68447231
43103004,43103015
45673960,68588768
42994637,42994644
35936183,68607980
68704528,68704532
42969898,42969908
43065539,43065746
31063540,43387917
43361966,43365146
43073422,43397277
5846746,42758607
4907336,43025703
68457973,68706499
68704487,68704491
64662960,68706499
43065752,43065757
43427769,43427873
37348068,43348515
8275123,43346440
68380463,68380468
62159840,68629305
37217200,43387917
43064307,43064417
43152330,43152337
68448836,68593953
68805745,68806137
68450616,68706499
42758167,43503936
32068330,68624354
43111401,38179374
35144015,43789665
35417267,43346440
43005810,43328381
68381081,38255847
68608272,64907409
39923371,68467610
41171017,43073086
41611425,68532650
42960785,43485456
68704004,68704487
68589159,68607332
42993659,42993666
43485456,43522474
43315167,43314834
2711502,62441289
68624231,68624624
41611425,11178102
43362276,43362274
43065082,43065084
64907409,68608275
68450527,44103495
13162425,43388675
43065059,43065062
43413366,43413919
43418607,43418616
43025694,64908552
68463183,68464351
46960335,68463183
25680394,68445400
68715733,36081318
42733045,42733035
42628936,42628952
42626769,42626767
68613780,43115350
8573182,58595242
68458810,68458814
42651275,42650511
43045995,43045987
42659045,43346440
43494647,49220172
43183639,46786261
43391869,43388675
43414303,43414308
42978219,42978491
43461138,43461150
42978943,42978947
43013908,43013917
43136954,43468599
43464814,35651812
63813771,52129110
4907336,68445581
43653710,68705820
43151924,43151925
42960565,43322460
42657862,43407045
68458111,68458116
24183320,38279191
43403022,68705160
68588784,68705820
43470760,43470766
8573182,68811014
2711502,43077928
68592559,68705820
43480928,44136890
42628534,43029301
43653710,38817838
35767605,8513156
68524412,68608465
43329887,43329878
43065062,43065066
43025695,63293292
68530126,68530196
42678220,43346440
2431946,42720318
43102860,43102853
42985545,42985549
43346440,43346436
68443007,43045995
42678234,43346440
43319865,43319872
68458560,67968889
42624995,43346440
68380155,47733200
42640747,43131855
68458814,68458820
43333955,43333945
68458703,43892416
43421651,43421657
43183639,43183648
68450343,68450345
24183320,43494097
42625030,43346440
42671043,68802678
43069435,43069438
42998350,42998353
68462266,42672937
49183409,68707638
68380101,68380105
43148364,43148845
42745572,42748152
42695574,68623541
43470123,43470129
43098741,43098748
43158442,41428005
68466424,68466564
43458236,43458691
68385656,68532650
43342138,49183409
42677185,43346440
67968889,68458565
42998924,35768198
42671249,43346440
43099209,43388675
68448933,43470821
68607991,47296093
49220172,50608943
43191341,43191366
8399783,43346440
43131855,43131852
45200767,43395501
36081318,43410501
68624624,68624627
43065074,43065082
43998952,68532650
36664842,43409357
43182944,43183123
68624354,68624357
68449576,50660492
43065126,43065139
58933295,68530126
42650501,42650255
43019106,43019093
68524852,42671990
42628531,42628534
43065794,43065798
42960785,43004044
64907075,68450527
68380805,68456770
42720318,42720320
43037993,43037321
47319377,43495053
43094673,43392351
43392351,43410781
43466420,43466426
68049713,68612775
48099322,36516588
42624587,43314834
43319610,37920445
68588784,68588788
4907336,68445376
40452219,43197929
42676495,43346440
68379127,67881432
43107582,34181624
43025694,68705820
43101338,34559995
63464115,68458703
68608230,68608233
43065114,43065126
67968889,68705820
42969908,42969984
43066246,43066254
42996210,42996216
43420506,41171020
43395906,45200767
24183320,43479990
68530560,35936183
43372324,43372329
68448966,43018688
43329900,43525243
565334,43476890
68443015,68445780
36082407,43025686
42985549,42985559
68383845,68383847
37918355,35144015
43134164,43475293
42669683,42733841
42998920,42998924
4907336,68452703
43388041,43387917
68443063,42960585
234755116,234380922
234213723,234565874
234572473,234572436
234801399,234857121
234160058,234160063
234654827,234654831
234901277,234899430
12379730,234560092
234727576,234359556
30446866,234152104
234207811,234890810
234667482,234890810
234149919,234559583
234677704,234677908
234856877,138311469
31066750,140065171
30552445,234832430
234556250,234556249
48057926,4463534
234698066,234346246
55720610,234435017
234830771,234830768
92050394,234163476
235490398,234575408
123525413,234860878
235097020,235129964
235442367,235442371
234354569,234354565
7241797,234835413
6195577,235490398
235480254,234623909
47631145,234836238
234851820,92286565
234851818,234851820
234835564,234835574
234890828,234890837
234901276,234899430
234745173,236148298
234844420,235097020
234710966,135058916
51604894,23998378
88935456,58945
234195853,234857477
234598066,32728668
41869135,234599186
234642709,234896846
92153472,235819338
140065171,234155206
234244184,48079974
235140032,236139774
72015339,234224932
234700455,234700457
234677704,234575069
234163212,234163216
82880409,236148072
234835574,236115141
17219895,234890810
234857477,234824382
234856877,234855564
504131,3709367
234189641,234565914
234554211,135575662
234188172,234188170
71198,85271671
234598894,234598978
114697820,234664869
234696483,234857477
234556265,234556264
20369363,234359556
64510846,234899430
234151585,234639766
236148072,212272924
234217904,234217911
229162974,87968273
236148298,236148302
234730258,234730324
12379730,236115310
4463534,19510247
234835413,64269766
234833666,234574633
235439784,235439786
234194930,234890810
234830773,234830768
8679347,234744479
234435616,234435017
234664869,234664880
234664869,234744479
234722671,58907824
234597401,234598066
76050560,234852764
234163509,234163504
70462621,54615320
235845163,71198
234723533,234896846
234561904,234561902
66976306,235443520
64161444,234896846
234637716,234836404
234225197,234225198
7368542,234393588
234642832,234849169
234194878,235415448
234172894,234172892
234717728,234873055
234360819,235097020
234656508,234722671
124146244,235413979
13264979,234672018
234857477,234575431
3584230,3584691
234574982,234574626
47631145,36626872
234715716,234718244
147156047,234205923
234162979,234163212
234654083,64360104
234354942,113048587
490400,234895672
234355896,234565907
234172930,234172933
234586242,70462621
134941097,234194878
234890828,234890810
234858662,234606505
234901276,755990
137417236,234153348
234163509,10495119
234222721,234223302
11028682,234580719
134922,36627218
234730324,234891829
234723530,234723533
234224101,234224106
66955368,11113752
234217911,234219448
4463534,5442736
234852675,7960124
234200684,68160119
234858326,234606505
234225198,235077694
234700457,234895672
234648369,234649885
12125338,27355398
234222718,234222721
234595738,234595736
237489,36627203
57711900,234861310
235443511,66976306
234393427,234855564
234555098,234555095
12379730,234561302
234648347,234648369
79862956,234555755
234392373,234855564
234359556,234359555
234163224,92153472
234700457,234700461
234354940,65721026
1299444,226940398
234555366,234556251
1732946,127319505
234163212,234642436
234143931,182776391
235413979,134941097
234435664,234435667
134922,36627198
37727939,234899430
187079,217744190
234435664,234435017
235442371,235442374
234852675,21976573
43132911,97334057
234835413,234590522
147117561,76050560
236147293,236147498
234594075,234594070
234849169,234590498
197918533,234597658
234574633,234574626
100656358,234896846
234188172,234685698
234248538,234248773
234155564,235450657
234217911,234890810
80554942,234859915
234242622,23720102
234859915,236127096
234654083,58907824
77159423,234152126
234207811,234207809
235439852,44287749
234590510,234590508
234834135,234574636
234161339,12379730
17260125,47631145
12379730,3583671
234151419,234720680
234168398,234169891
234346271,30552445
234397170,66955368
234890833,234890810
123525413,234206777
234833040,234605228
234392373,11114247
234556251,234557818
226940398,7895814
234847043,234847041
234709741,234854653
234168400,234168398
234194878,4459062
234598115,234598585
234157443,234157459
47631145,234861310
54569874,41868437
234181545,234677704
234594070,234594078
234197722,46794012
234830770,234830768
234205131,234707895
234691890,234611805
3352463,35554149
64367474,234212709
234598585,234598894
41868437,235844625
234172649,234172930
47631145,234835371
234160058,38123761
234566103,12831826
234565914,234565871
234849163,234565888
234170911,89039142
234675052,235408258
234715716,234891829
416248,234895672
235819338,60847873
234206766,123525413
234599186,13619073
121666095,234230685
66974459,235439202
234254078,235439852
234728872,234896846
234835552,234574982
234691889,234691890
105481757,234685698
234160061,234160058
234184548,235097020
16283222,23498001
235077694,236169393
35843040,234572473
235439202,234155244
123525413,235218603
76824593,234859915
234901292,234899430
212272924,1674928
235450657,235450663
234555095,234556231
234559676,234559571
234152449,234157443
84392153,105481757
180735,235291232
47631145,4503959
235060391,21966150
234224106,95876759
234598113,234598115
234901277,235065247
234191241,234242622
16138582,10501000
234172930,234890810
234230685,234230693
234572473,234649874
234605228,234833042
12379730,236119671
97334057,235817784
234579078,234579075
234225198,49816070
234689607,96113071
234222692,29928259
234717728,234895672
234248773,234248776
23998378,66972975
504131,235459771
33985058,234863798
235435249,137417236
234359556,120562192
234223796,229162974
234852718,234597666
504131,18887838
209826897,234354569
234572474,234852718
235408244,234675052
17278262,234556265
72050171,82880409
235841632,7300420
234709741,234613251
58945,234555753
234680919,234849163
236147289,236147293
119584234,11028682
235060676,235060391
9631185,234861310
235819338,236111911
234890846,234890810
4463534,9915610
92050394,234807895
234706182,182776391
234890849,234172894
15852119,58907824
27355398,12125343
47631145,234574796
234168635,234635134
234170911,86959819
234559583,234559571
234667482,234667479
234393588,12781046
127319505,234565902
29488902,234222692
79796799,1634059
234633455,234856877
234599184,234599186
234162309,234200684
234217904,15634277
234380922,234380919
2678886,234559676
3584691,3583654
234152104,3583652
234691890,234895672
234172894,234890810
234653506,234654083
234566104,12831826
235479744,236165993
234170821,234852675
234594070,47626772
135329,36627227
33601514,234435017
35524950,234252371
234675052,15842079
234224932,234224933
4463534,234891829
234170858,234677704
346177875,346177718
346414698,285341869
399882841,346382340
355572095,348372159
2524742,347550863
346368762,346369825
346115586,339006986
134562214,346386545
346367997,346368000
347334606,353793606
399667932,352209216
346398474,346398183
352202238,346382340
346362834,346386178
86879471,401180897
346362836,346362775
346376762,346380936
156785845,6930504
86879471,303671221
346118652,346118653
346386541,339067435
184177472,346115586
399696767,355419263
355427197,346382340
69474949,352414687
399955472,346382340
346418747,346419179
399692340,401339607
399687665,6930504
367515692,346382340
346102833,346418747
370675567,346466879
389411067,346458770
346131179,346131184
346108282,346108281
346094907,346094910
399955687,346382340
399955470,346382340
391791924,399692162
346098393,375342300
399678301,346386369
346124657,346124466
346386548,346386545
346369825,346369828
399679659,361961474
346094907,346413732
411947,346383648
349300442,346108282
351730273,346382340
346118664,349731848
86879471,346098393
346098158,375342300
346386554,396351919
399955687,348929911
309515617,6930504
346102833,346398183
346121533,399855216
342283691,346458770
399841048,346382340
399894040,346382340
399667743,399667738
346094790,346094907
2566132,226875855
393628549,399887477
30825724,351118215
399679661,399679654
346123706,382823251
325764857,339156907
134435422,346382340
399971643,399971573
399688811,222043845
346124466,346386386
399871394,346382340
346102833,346106748
379512327,346382340
346108282,349749081
293747974,399707903
346386554,346386545
399695630,399695625
346103366,346103361
346177875,349749429
399861338,399960820
346099510,375342300
385321775,347550863
168315880,86879471
399864586,346382340
399887798,346458770
399667738,346853627
346431535,346382340
346094910,346094999
399844606,399844695
6930504,312117369
325435750,346386364
346118664,178197125
346410441,346410444
86879471,346098158
346118649,346118652
346463134,349009746
343569898,346382340
346211193,346211348
346376762,270463819
346466879,295885711
349749419,346118664
346378501,351694993
346364261,346364370
224965933,141709702
346123710,346123706
349732899,349732023
346094999,374458348
154155918,86879471
346091909,346091904
346386552,346386545
346404281,346404279
355425937,6930504
349732023,347272249
366996204,354710283
346096837,346096839
346386369,346386178
265386877,390042628
399865933,399865952
168728507,346382340
276468547,346386545
352175509,346386362
346362834,346362775
346123706,346123712
346376762,346376759
86879471,355418023
399861336,399861338
399955467,346382340
399679661,399679660
313586121,346382340
346097728,347843363
355092359,399688811
399861338,399971573
346173935,346390018
319846725,293747974
348645467,346382340
399687662,6930504
346129709,346129712
346378501,280529087
354693444,399972831
346163939,346386362
69474949,15821129
352160527,346382340
349750476,399727468
346386384,387715626
399975489,346362956
353372300,399965293
399667626,399668268
357354498,346382340
86879471,346123185
141709702,346383136
149961752,346382340
346099995,346099999
399955686,346382340
399687659,6930504
346084171,346362834
399896505,346382340
86879471,399883278
399678974,399695630
86879471,346098644
399696760,399696767
86879471,352148389
361961474,399692160
346099999,346100191
2566132,346382340
351694993,346382340
399955690,346382340
352420064,6930504
399844603,399844606
399894031,346458770
399668268,399668284
352210029,346382340
228068088,346382340
205969019,346376762
349732899,347334606
104893747,6930504
356162943,399865933
399687656,6930504
5968925,346765998
346131184,112218739
6930504,346396353
308173662,399971151
168333701,346429692
346413968,346413732
399672634,346177875
399955695,346382340
346881836,346382340
346386362,346386178
352911178,347550863
286170166,346447802
399887446,393628549
346129712,346390018
399865909,346382340
346382340,346382337
346096743,346096837
315650869,399692340
304913240,346382340
347843363,132923888
346368000,346368002
399845700,346382340
86879471,346099510
346434313,339067435
346434314,339067435
346116426,399679661
346091909,399842647
399668268,354710285
86879471,346099498
348372159,347550863
389828049,346362834
346398484,346398490
354705144,354706895
132923888,346886479
354706895,366996204
399687653,6930504
389828049,346382340
304131385,265386877
399663395,346091909
346372605,346372602
346290506,6930504
399841341,346382340
399844606,399972831
346098644,375342300
399687654,6930504
349263791,346382340
20797362,346390018
346386364,346386178
346103484,253794162
346096634,354693444
346118652,399853464
346382345,346382337
134429668,346382340
6930504,272078085
313257437,346362836
399687663,6930504
399682848,346386369
399687653,346463134
352081296,399682848
392973654,346382340
346173957,346386362
346122789,197209147
271545432,346382340
270054381,346382340
58964263,346386178
346376762,395578023
346382340,168317400
346386364,216113075
20797362,346101270
349732899,349750476
210977034,346410444
352209216,399972831
399955691,346382340
399687660,6930504
361961475,391791924
399696767,399696923
86879471,399694969
411947,346382340
399965293,385013008
346386384,346386178
352209630,346382340
399720060,347550863
339057111,339568317
76549051,339095537
318277153,339154119
339087016,339120938
339964135,340075531
339156698,14485413
339105154,339105158
339083435,339592080
339061742,166963864
339568992,339568993
339664075,339965667
339153890,340075634
339977526,339977690
339059249,339120938
461167,339118260
339641938,339646406
339091948,235698403
339091133,209443404
339648694,339157679
339101522,339101521
339478035,339060553
339079309,339114957
339561061,135679354
339094200,339502544
339087318,339649550
339060154,226962527
145114685,102493400
339061161,339061163
339067839,339096346
339653251,339653248
339646928,230435967
339068479,339068718
339648597,339157945
339120283,39805102
339648612,339967874
339091739,339091750
339157919,339157918
339555770,339555774
339570683,280332343
135679063,135679064
339560967,135679351
339096352,339096338
339060286,97472031
339068002,339068001
339097602,339264938
339158542,339158539
267738292,339114739
339054286,339054283
339075076,339075468
339077684,339077690
339157177,339157175
339963821,339964090
4829469,339556745
339559907,339559909
339096339,339096338
339099948,137815818
339056485,339061155
57216542,339073711
339964334,339642046
339055906,339057177
339056873,339056867
339091350,339648615
339648615,339157945
339648592,339157945
339498333,339120933
144500045,339965671
339093019,339260917
339091718,339963821
339093016,339093019
339096349,339096338
168311948,339648615
339101141,339101140
339555769,339555770
339114957,339114958
339091072,339091069
339104147,339104365
339067445,97472031
339477116,339477120
339648602,339157945
339648604,339157945
340074278,340074281
339107366,339107368
191896742,136485786
339982650,339733822
339642966,226821074
339155837,339738383
339486736,318937380
339648593,339157945
3280945,339153904
339109257,339175100
135213447,339104147
152493294,212422804
339648589,339157945
339099952,339099990
339734388,339734391
339096340,339096338
24062285,152492980
339157927,340075634
276946805,339977526
144525756,339983475
339068725,339069164
339967874,339641891
339172032,340075634
139856363,339976870
339056872,339056867
339733822,339733817
339086046,339088442
340074400,316831465
339483149,339266084
100653410,135679061
339107441,339107442
220681615,339267553
339119748,95224687
339067995,135679251
339059390,339120938
339157919,339160602
339107435,339107438
100653394,339068007
339480410,339062668
339495346,339153778
339938890,339175234
339495356,139836653
339056456,339089986
19782889,102491113
135679061,339486666
100653391,339560967
339096344,339096338
118913772,56091829
193512072,340075634
339087032,339087034
20816925,339059384
339095631,339095629
135679362,135679363
339085459,339085468
339075468,339075986
19782889,91514549
339648609,339157945
339067998,339067997
339648600,339157945
339112744,339112747
339088442,339101930
339642723,153687768
143109059,339086783
339264938,339157945
339099295,339099298
339153902,3280945
45483897,236851380
339096355,339096338
339058815,179011959
152493294,134300375
95224687,190017938
339965667,339965668
133069615,339068181
339091750,339091753
339648590,339157945
339964135,179629872
339648619,339157945
339156197,219843664
339120283,339120285
209443404,339091141
339964333,339964334
339642998,226821074
268349135,288657528
339100968,340075634
339648612,339157945
339977549,339977556
339100670,219843640
339154140,97472031
339098966,339925131
97444080,339083868
339109257,339109256
339154134,97472031
339056229,339056233
339175247,339175100
15533009,339264938
339114957,5807241
219843665,313240204
339495626,339271675
339077690,339120938
339118788,339118785
149958343,340075634
339057883,339059390
339065900,339557494
339263727,339266481
339648599,339157945
288257295,339553430
3945417,339642998
339110575,339971403
339271891,339495346
339079352,339079350
339057889,339552839
339113148,339113150
56091829,97424824
339061084,146740653
339646277,339646275
339556745,119470352
339107410,2989502
339087032,339175100
339095637,339101819
185846378,339648620
339262504,339157945
339648591,339157945
84620692,339293698
339060157,339060154
100653383,339107406
339567543,97471166
100679445,219843665
339113029,339113031
339291846,234657208
339054621,339157945
736448,340075634
339064398,339096349
339486666,135679063
91647948,118858205
339648616,339157945
173532271,339118260
339107368,320590710
339157679,339157677
339099307,97472031
319173004,339157945
339475829,339120936
339104158,97472031
340080581,339838914
339096343,339096338
224063988,339556503
152493294,339155345
339105158,339647550
339094183,339502544
339101521,339154404
59317833,206775612
339648692,339157679
339107239,339107240
327038,339157945
339556503,339091757
339453688,339645142
339105815,339105814
339091722,163778500
339107442,339107443
144528190,339096991
339058817,339058815
339091716,339091722
339113150,339113155
339096354,339096338
339089986,339089985
339060130,339060128
129709624,246000927
135679369,339106309
339568992,339100670
339473602,339058661
76549051,339093611
162919566,339478035
206775612,339056481
233467988,339567543
133053648,339646928
339157035,340075634
339056884,339056867
339073711,339073709
339643999,339644003
90692951,339068155
339114938,339648695
339091722,168311948
339553085,339157945
339156193,339156197
339096351,339096338
19845434,339153230
339153441,339733822
339756104,339644387
339056481,339056485
179011959,339097616
339096341,339096338
339057648,339265345
339095637,339095636
339486512,339486517
339262005,339157945
339157936,339157927
339060130,339071872
339827431,124285374
339100670,339569024
162806499,144528190
339099948,339099952
339095181,339502544
339085468,133075823
339553430,339383741
247751589,339056229
339495346,339495350
339965671,339643787
339099060,219843638
339557494,280332343
133003378,339057111
339061717,339119561
339096790,339099948
339155082,339833825
339058661,339058660
339057183,339057180
320590573,339104152
339081966,339119561
239578502,339495626
15533972,339648620
339157936,339276207
152493294,339645183
339096347,339096338
339648615,339642061
339648617,339157945
339117352,339117577
339157679,339157681
339154143,97472031
339153935,340075634
340074281,340074284
340080740,129709624
339496208,339087016
339648601,339157945
260447578,339263727
339089029,339157945
339648605,339157945
339649217,339158542
339058307,339553114
339642967,339642966
340074262,268349135
339262185,339261328
286416345,220681615
339643995,339643999
339096358,339096338
339089369,339964135
339068155,339118260
339068178,133069615
100653385,339107410
339056345,97472031
339733850,339733854
318937380,272083844
339553793,339556503
339056882,339056867
340077315,339738426
339106422,339106470
339056867,339265345
339291848,339733850
339096348,339096338
135027030,339101876
339087325,226625856
146740653,339061089
339104111,339157936
339107438,339976308
339067159,339067154
339060244,335282335
339099058,339099060
339096757,339099948
339112747,339113146
339058818,339058815
339570869,339095631
145114685,339259982
339552046,339556503
339060163,329561293
339099009,160647443
339983811,339599746
339106470,299061861
339154137,97472031
